[21-May-2023 14:16:47 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[21-May-2023 14:49:34 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 14:49:34 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:06:59 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:06:59 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:21:27 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:21:27 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:27:53 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:27:53 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:29:48 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[21-May-2023 15:30:04 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:30:04 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:37:59 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[21-May-2023 15:38:17 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[21-May-2023 15:38:17 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[22-May-2023 14:34:47 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 14:34:47 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 14:34:48 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 14:36:52 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 14:47:08 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/confirmToken</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[22-May-2023 14:47:08 UTC] PHP Notice:  Function register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>api/v1/register</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/documentation/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in C:\xampp\htdocs\chienlvm\wp-includes\functions.php on line 5857
[22-May-2023 14:47:55 UTC] PHP Deprecated:  str_replace(): Passing null to parameter #3 ($subject) of type array|string is deprecated in C:\xampp\htdocs\chienlvm\wp-content\plugins\rewrite-rules-inspector\src\class-rewrite-rules-inspector.php on line 194
[22-May-2023 14:48:06 UTC] PHP Deprecated:  str_replace(): Passing null to parameter #3 ($subject) of type array|string is deprecated in C:\xampp\htdocs\chienlvm\wp-content\plugins\rewrite-rules-inspector\src\class-rewrite-rules-inspector.php on line 194
[22-May-2023 14:50:28 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 15:08:09 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 15:38:52 UTC] PHP Warning:  Undefined array key "__id" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\classes\SecurityIdManager.php on line 39
[22-May-2023 15:38:52 UTC] PHP Warning:  Undefined array key "member_no" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\api.php on line 297
[22-May-2023 15:38:52 UTC] PHP Warning:  Undefined array key "email" in C:\xampp\htdocs\chienlvm\wp-content\themes\twentytwentyone\api.php on line 309
[22-May-2023 15:38:52 UTC] WordPress database error Column 'member_no' cannot be null for query INSERT INTO `wp_TB_SUBSCRIPTION` (`sub_key`, `member_no`, `sub_create`, `sub_plan`, `del_f`, `sub_expired`, `create_by`) VALUES ('1', NULL, '2023-05-22', '', '0', '', NULL) made by require('wp-blog-header.php'), wp, WP->main, WP->parse_request, do_action_ref_array('parse_request'), WP_Hook->do_action, WP_Hook->apply_filters, rest_api_loaded, WP_REST_Server->serve_request, WP_REST_Server->dispatch, WP_REST_Server->respond_to_request, subscription
[22-May-2023 15:39:37 UTC] WordPress database error Cannot add or update a child row: a foreign key constraint fails (`test`.`wp_tb_subscription`, CONSTRAINT `wp_tb_subscription_ibfk_1` FOREIGN KEY (`member_no`) REFERENCES `wp_tb_login` (`member_no`)) for query INSERT INTO `wp_TB_SUBSCRIPTION` (`sub_key`, `member_no`, `sub_create`, `sub_plan`, `del_f`, `sub_expired`, `create_by`) VALUES ('1', '1', '2023-05-22', '', '0', '', 'test') made by require('wp-blog-header.php'), wp, WP->main, WP->parse_request, do_action_ref_array('parse_request'), WP_Hook->do_action, WP_Hook->apply_filters, rest_api_loaded, WP_REST_Server->serve_request, WP_REST_Server->dispatch, WP_REST_Server->respond_to_request, subscription
